REF_DATE,GEO,Participation Rate_SCALAR_FACTOR,Population_SCALAR_FACTOR,Unemployment Rate_SCALAR_FACTOR,Participation Rate,Population,Unemployment Rate,Year
2020-04,Ontario,units,thousands,units,59.1,12191.4,12.0,2020
2020-04,Prince Edward Island,units,thousands,units,60.1,132.1,11.1,2020
2020-04,Quebec,units,thousands,units,61.1,7043.0,18.3,2020
2020-04,Saskatchewan,units,thousands,units,63.5,888.5,11.4,2020
2020-05,Alberta,units,thousands,units,66.2,3502.1,15.5,2020
2020-05,British Columbia,units,thousands,units,61.7,4291.6,13.7,2020
2020-05,Canada,units,thousands,units,61.6,31009.3,14.1,2020
2020-05,Manitoba,units,thousands,units,63.6,1047.0,11.8,2020
2020-05,New Brunswick,units,thousands,units,58.8,646.4,13.5,2020
2020-05,Newfoundland and Labrador,units,thousands,units,53.2,445.5,17.6,2020
2020-05,Nova Scotia,units,thousands,units,57.4,812.6,14.3,2020
2020-05,Ontario,units,thousands,units,60.2,12198.7,14.0,2020
2020-05,Prince Edward Island,units,thousands,units,63.3,132.2,14.0,2020
2020-05,Quebec,units,thousands,units,61.9,7045.1,14.1,2020
2020-05,Saskatchewan,units,thousands,units,64.2,888.0,12.3,2020
2020-11,Alberta,units,thousands,units,69.8,3522.1,11.0,2020
2020-11,British Columbia,units,thousands,units,65.7,4317.6,7.9,2020
2020-11,Canada,units,thousands,units,65.4,31161.6,8.7,2020
2020-11,Manitoba,units,thousands,units,65.5,1049.3,7.7,2020
2020-11,New Brunswick,units,thousands,units,62.0,648.1,10.0,2020
2020-11,Newfoundland and Labrador,units,thousands,units,58.6,445.4,13.2,2020
2020-11,Nova Scotia,units,thousands,units,61.1,816.9,6.7,2020
2020-11,Ontario,units,thousands,units,65.3,12267.2,9.1,2020
2020-11,Prince Edward Island,units,thousands,units,65.8,133.0,11.1,2020
2020-11,Quebec,units,thousands,units,64.0,7074.2,7.2,2020
2020-11,Saskatchewan,units,thousands,units,67.6,888.0,7.1,2020
2020-07,Alberta,units,thousands,units,69.6,3509.2,13.0,2020
2020-07,British Columbia,units,thousands,units,64.5,4303.4,10.8,2020
2020-07,Canada,units,thousands,units,64.6,31061.5,11.0,2020
2020-07,Manitoba,units,thousands,units,66.1,1047.7,8.8,2020
2020-07,New Brunswick,units,thousands,units,61.2,647.0,10.3,2020
2020-07,Newfoundland and Labrador,units,thousands,units,56.3,445.5,17.1,2020
2020-07,Nova Scotia,units,thousands,units,60.6,814.2,11.0,2020
2020-07,Ontario,units,thousands,units,63.7,12222.4,11.5,2020
2020-07,Prince Edward Island,units,thousands,units,64.7,132.6,11.5,2020
2020-07,Quebec,units,thousands,units,64.1,7051.8,9.4,2020
2020-07,Saskatchewan,units,thousands,units,68.2,887.7,9.4,2020
2020-12,Alberta,units,thousands,units,69.3,3524.9,10.8,2020
2020-12,British Columbia,units,thousands,units,65.5,4319.2,7.6,2020
2020-12,Canada,units,thousands,units,65.3,31177.4,8.9,2020
2020-12,Manitoba,units,thousands,units,65.1,1049.4,8.3,2020
2020-12,New Brunswick,units,thousands,units,62.2,648.2,10.0,2020
2020-12,Newfoundland and Labrador,units,thousands,units,58.4,445.4,13.6,2020
2020-12,Nova Scotia,units,thousands,units,61.5,817.0,8.5,2020
2020-12,Ontario,units,thousands,units,65.7,12274.4,10.0,2020
2020-12,Prince Edward Island,units,thousands,units,65.1,133.1,10.8,2020
2020-12,Quebec,units,thousands,units,63.5,7077.6,6.8,2020
2020-12,Saskatchewan,units,thousands,units,67.0,888.1,7.4,2020
2020-06,Alberta,units,thousands,units,69.4,3506.4,15.2,2020
2020-06,British Columbia,units,thousands,units,64.3,4297.7,12.7,2020
2020-06,Canada,units,thousands,units,64.1,31036.9,12.4,2020
2020-06,Manitoba,units,thousands,units,65.8,1047.4,10.2,2020
2020-06,New Brunswick,units,thousands,units,61.3,646.7,11.1,2020
2020-06,Newfoundland and Labrador,units,thousands,units,55.4,445.5,17.6,2020
2020-06,Nova Scotia,units,thousands,units,61.2,813.5,13.7,2020
2020-06,Ontario,units,thousands,units,62.9,12210.9,12.5,2020
2020-06,Prince Edward Island,units,thousands,units,65.7,132.4,14.1,2020
2020-06,Quebec,units,thousands,units,64.0,7048.7,10.9,2020
2020-06,Saskatchewan,units,thousands,units,67.5,887.7,11.1,2020
2020-08,Alberta,units,thousands,units,69.4,3512.0,12.4,2020
2020-08,British Columbia,units,thousands,units,64.8,4306.9,10.8,2020
2020-08,Canada,units,thousands,units,64.7,31084.8,10.2,2020
2020-08,Manitoba,units,thousands,units,66.5,1048.3,8.3,2020
2020-08,New Brunswick,units,thousands,units,60.8,647.2,9.5,2020
2020-08,Newfoundland and Labrador,units,thousands,units,56.0,445.5,14.2,2020
2020-08,Nova Scotia,units,thousands,units,60.4,814.9,10.1,2020
2020-08,Ontario,units,thousands,units,64.1,12232.2,10.5,2020
2020-08,Prince Edward Island,units,thousands,units,64.9,132.7,9.9,2020
2020-08,Quebec,units,thousands,units,64.1,7057.1,8.4,2020
2020-08,Saskatchewan,units,thousands,units,67.2,887.9,8.2,2020
2020-09,Alberta,units,thousands,units,70.1,3515.3,12.0,2020
2020-09,British Columbia,units,thousands,units,65.1,4311.4,8.7,2020
2020-09,Canada,units,thousands,units,65.5,31114.5,9.2,2020
2020-09,Manitoba,units,thousands,units,67.7,1048.5,7.5,2020
2020-09,New Brunswick,units,thousands,units,61.8,647.7,11.2,2020
2020-09,Newfoundland and Labrador,units,thousands,units,57.8,445.4,15.1,2020
2020-09,Nova Scotia,units,thousands,units,60.7,815.8,7.7,2020
2020-09,Ontario,units,thousands,units,65.1,12245.6,9.6,2020
2020-09,Prince Edward Island,units,thousands,units,65.0,132.9,10.3,2020
2020-09,Quebec,units,thousands,units,64.7,7064.0,7.3,2020
2020-09,Saskatchewan,units,thousands,units,67.9,887.9,6.9,2020
2021-09,Alberta,units,thousands,units,70.3,3550.2,7.8,2021
2021-09,British Columbia,units,thousands,units,65.6,4367.1,6.2,2021
2021-09,Canada,units,thousands,units,65.9,31391.6,7.0,2021
2021-09,Manitoba,units,thousands,units,67.3,1052.4,5.8,2021
2021-09,New Brunswick,units,thousands,units,61.6,652.3,9.6,2021
2021-09,Newfoundland and Labrador,units,thousands,units,58.0,445.4,14.0,2021
2021-09,Nova Scotia,units,thousands,units,62.5,824.1,7.9,2021
2021-09,Ontario,units,thousands,units,65.9,12367.7,7.4,2021
2021-09,Prince Edward Island,units,thousands,units,66.7,135.2,11.3,2021
2021-09,Quebec,units,thousands,units,64.6,7107.4,5.9,2021
2021-09,Saskatchewan,units,thousands,units,68.4,889.9,6.5,2021
2021-08,Alberta,units,thousands,units,69.6,3545.3,8.0,2021
2021-08,British Columbia,units,thousands,units,65.7,4357.7,6.4,2021
2021-08,Canada,units,thousands,units,65.5,31356.8,7.1,2021
2021-08,Manitoba,units,thousands,units,66.2,1052.3,5.7,2021
2021-08,New Brunswick,units,thousands,units,60.8,651.2,9.6,2021
2021-08,Newfoundland and Labrador,units,thousands,units,57.8,445.2,13.2,2021
2021-08,Nova Scotia,units,thousands,units,62.2,822.3,8.1,2021
2021-08,Ontario,units,thousands,units,65.4,12354.7,7.7,2021
2021-08,Prince Edward Island,units,thousands,units,66.4,134.7,10.7,2021
2021-08,Quebec,units,thousands,units,64.2,7103.4,5.7,2021
2021-08,Saskatchewan,units,thousands,units,68.4,889.9,6.7,2021
2021-01,Alberta,units,thousands,units,69.4,3527.7,10.3,2021
2021-01,British Columbia,units,thousands,units,65.8,4320.6,7.7,2021
2021-01,Canada,units,thousands,units,64.8,31191.1,9.2,2021
2021-01,Manitoba,units,thousands,units,65.5,1049.4,8.2,2021
2021-01,New Brunswick,units,thousands,units,62.0,648.3,8.7,2021
2021-01,Newfoundland and Labrador,units,thousands,units,58.5,445.2,12.3,2021
2021-01,Nova Scotia,units,thousands,units,62.8,817.2,8.9,2021
2021-01,Ontario,units,thousands,units,64.3,12280.5,10.3,2021
2021-01,Prince Edward Island,units,thousands,units,64.3,133.1,8.4,2021
2021-01,Quebec,units,thousands,units,63.3,7081.0,8.2,2021
2021-01,Saskatchewan,units,thousands,units,67.1,888.1,7.0,2021
2021-03,Alberta,units,thousands,units,70.3,3533.5,9.1,2021
2021-03,British Columbia,units,thousands,units,66.2,4326.0,7.0,2021
2021-03,Canada,units,thousands,units,65.4,31234.8,7.7,2021
2021-03,Manitoba,units,thousands,units,66.5,1050.8,7.1,2021
2021-03,New Brunswick,units,thousands,units,61.9,648.6,9.5,2021
2021-03,Newfoundland and Labrador,units,thousands,units,57.6,445.1,13.3,2021
2021-03,Nova Scotia,units,thousands,units,63.1,817.7,9.1,2021
2021-03,Ontario,units,thousands,units,65.0,12301.9,7.9,2021
2021-03,Prince Edward Island,units,thousands,units,65.0,133.4,8.8,2021
2021-03,Quebec,units,thousands,units,64.1,7088.2,6.7,2021
2021-03,Saskatchewan,units,thousands,units,67.1,889.5,7.0,2021
2021-02,Alberta,units,thousands,units,69.7,3531.4,9.8,2021
2021-02,British Columbia,units,thousands,units,65.9,4323.3,7.2,2021
2021-02,Canada,units,thousands,units,65.1,31216.3,8.5,2021
2021-02,Manitoba,units,thousands,units,66.1,1050.3,7.1,2021
2021-02,New Brunswick,units,thousands,units,61.8,648.4,9.5,2021
2021-02,Newfoundland and Labrador,units,thousands,units,56.3,445.1,15.3,2021
2021-02,Nova Scotia,units,thousands,units,62.8,817.4,8.6,2021
2021-02,Ontario,units,thousands,units,64.8,12292.5,9.6,2021
2021-02,Prince Edward Island,units,thousands,units,64.8,133.2,9.7,2021
2021-02,Quebec,units,thousands,units,63.7,7085.5,6.5,2021
2021-02,Saskatchewan,units,thousands,units,67.1,889.1,7.2,2021
2021-06,Alberta,units,thousands,units,69.6,3537.7,8.8,2021
2021-06,British Columbia,units,thousands,units,65.7,4340.5,6.6,2021
2021-06,Canada,units,thousands,units,65.5,31283.5,7.9,2021
2021-06,Manitoba,units,thousands,units,66.8,1050.5,7.6,2021
2021-06,New Brunswick,units,thousands,units,61.8,649.8,10.1,2021
2021-06,Newfoundland and Labrador,units,thousands,units,57.7,444.9,12.8,2021
2021-06,Nova Scotia,units,thousands,units,62.1,819.6,8.8,2021
2021-06,Ontario,units,thousands,units,65.1,12324.0,8.7,2021
2021-06,Prince Edward Island,units,thousands,units,67.2,133.7,12.5,2021
2021-06,Quebec,units,thousands,units,64.7,7093.7,6.2,2021
2021-06,Saskatchewan,units,thousands,units,68.0,889.1,7.0,2021
2021-12,Alberta,units,thousands,units,70.1,3568.1,6.9,2021
2021-12,British Columbia,units,thousands,units,64.9,4391.3,5.3,2021
2021-12,Canada,units,thousands,units,65.8,31510.1,5.9,2021
2021-12,Manitoba,units,thousands,units,67.2,1054.3,5.2,2021
2021-12,New Brunswick,units,thousands,units,60.4,654.9,7.5,2021
2021-12,Newfoundland and Labrador,units,thousands,units,57.6,446.0,12.1,2021
2021-12,Nova Scotia,units,thousands,units,61.9,828.4,7.6,2021
2021-12,Ontario,units,thousands,units,66.2,12419.9,6.3,2021
2021-12,Prince Edward Island,units,thousands,units,67.3,136.4,8.4,2021
2021-12,Quebec,units,thousands,units,64.4,7119.9,4.6,2021
2021-12,Saskatchewan,units,thousands,units,67.7,890.9,5.5,2021
2021-07,Alberta,units,thousands,units,69.3,3540.8,8.4,2021
2021-07,British Columbia,units,thousands,units,65.7,4347.5,6.4,2021
2021-07,Canada,units,thousands,units,65.5,31315.4,7.4,2021
2021-07,Manitoba,units,thousands,units,66.8,1051.4,6.1,2021
2021-07,New Brunswick,units,thousands,units,61.6,650.3,9.5,2021
2021-07,Newfoundland and Labrador,units,thousands,units,58.0,445.0,13.2,2021
2021-07,Nova Scotia,units,thousands,units,62.5,820.5,8.5,2021
2021-07,Ontario,units,thousands,units,65.4,12338.8,7.9,2021
2021-07,Prince Edward Island,units,thousands,units,67.1,133.9,11.0,2021
2021-07,Quebec,units,thousands,units,64.5,7097.9,6.2,2021
2021-07,Saskatchewan,units,thousands,units,67.6,889.5,6.9,2021
2021-11,Alberta,units,thousands,units,69.8,3562.0,7.4,2021
2021-11,British Columbia,units,thousands,units,65.4,4383.8,5.7,2021
2021-11,Canada,units,thousands,units,65.7,31466.2,6.1,2021
2021-11,Manitoba,units,thousands,units,66.9,1053.2,5.1,2021
2021-11,New Brunswick,units,thousands,units,61.3,653.9,8.4,2021
2021-11,Newfoundland and Labrador,units,thousands,units,57.5,445.7,11.1,2021
2021-11,Nova Scotia,units,thousands,units,62.6,826.6,8.7,2021
2021-11,Ontario,units,thousands,units,65.9,12399.2,6.5,2021
2021-11,Prince Edward Island,units,thousands,units,66.9,135.9,8.9,2021
2021-11,Quebec,units,thousands,units,64.4,7115.9,4.5,2021
2021-11,Saskatchewan,units,thousands,units,67.0,890.1,5.4,2021
2021-05,Alberta,units,thousands,units,69.2,3536.2,8.6,2021
2021-05,British Columbia,units,thousands,units,65.4,4334.6,7.1,2021
2021-05,Canada,units,thousands,units,64.9,31266.1,8.3,2021
2021-05,Manitoba,units,thousands,units,66.9,1050.7,7.0,2021
2021-05,New Brunswick,units,thousands,units,61.8,649.3,9.3,2021
2021-05,Newfoundland and Labrador,units,thousands,units,56.9,445.0,13.1,2021
2021-05,Nova Scotia,units,thousands,units,61.1,818.7,10.4,2021
2021-05,Ontario,units,thousands,units,64.4,12317.2,9.3,2021
2021-05,Prince Edward Island,units,thousands,units,66.2,133.6,10.5,2021
2021-05,Quebec,units,thousands,units,63.9,7091.4,6.7,2021
2021-05,Saskatchewan,units,thousands,units,67.7,889.4,6.6,2021
2021-04,Alberta,units,thousands,units,69.4,3535.3,8.8,2021
2021-04,British Columbia,units,thousands,units,65.3,4329.4,7.0,2021
2021-04,Canada,units,thousands,units,65.1,31252.0,8.2,2021
2021-04,Manitoba,units,thousands,units,67.5,1050.9,7.3,2021
2021-04,New Brunswick,units,thousands,units,61.8,648.9,8.9,2021
2021-04,Newfoundland and Labrador,units,thousands,units,57.6,445.0,13.1,2021
2021-04,Nova Scotia,units,thousands,units,62.4,818.0,8.3,2021
2021-04,Ontario,units,thousands,units,64.7,12311.4,9.3,2021
2021-04,Prince Edward Island,units,thousands,units,65.4,133.5,9.5,2021
2021-04,Quebec,units,thousands,units,63.8,7090.1,6.8,2021
2021-04,Saskatchewan,units,thousands,units,67.3,889.5,6.5,2021
2021-10,Alberta,units,thousands,units,69.6,3556.0,7.7,2021
2021-10,British Columbia,units,thousands,units,65.1,4375.6,5.7,2021
2021-10,Canada,units,thousands,units,65.6,31430.0,6.5,2021
2021-10,Manitoba,units,thousands,units,66.8,1052.8,5.0,2021
2021-10,New Brunswick,units,thousands,units,61.6,653.2,9.3,2021
2021-10,Newfoundland and Labrador,units,thousands,units,57.7,445.5,13.6,2021
2021-10,Nova Scotia,units,thousands,units,62.2,825.4,8.0,2021
2021-10,Ontario,units,thousands,units,65.7,12383.8,6.7,2021
2021-10,Prince Edward Island,units,thousands,units,65.6,135.6,9.4,2021
2021-10,Quebec,units,thousands,units,64.4,7112.1,5.3,2021
2021-10,Saskatchewan,units,thousands,units,67.6,890.0,6.0,2021
2022-07,Alberta,units,thousands,units,69.4,3616.8,4.9,2022
2022-07,British Columbia,units,thousands,units,65.2,4430.2,4.5,2022
2022-07,Canada,units,thousands,units,65.3,31782.4,4.8,2022
2022-07,Manitoba,units,thousands,units,66.3,1064.4,3.9,2022
2022-07,New Brunswick,units,thousands,units,60.9,664.3,7.4,2022
2022-07,Newfoundland and Labrador,units,thousands,units,58.1,448.6,10.5,2022
2022-07,Nova Scotia,units,thousands,units,61.6,841.0,6.5,2022
2022-07,Ontario,units,thousands,units,65.3,12519.3,5.1,2022
2022-07,Prince Edward Island,units,thousands,units,64.8,139.7,6.3,2022
2022-07,Quebec,units,thousands,units,64.0,7157.8,4.1,2022
2022-07,Saskatchewan,units,thousands,units,67.6,900.4,4.1,2022
2022-12,Alberta,units,thousands,units,69.7,3666.2,5.6,2022
2022-12,British Columbia,units,thousands,units,64.8,4448.1,4.2,2022
2022-12,Canada,units,thousands,units,65.4,32007.3,5.0,2022
2022-12,Manitoba,units,thousands,units,66.7,1071.6,4.5,2022
2022-12,New Brunswick,units,thousands,units,60.9,672.5,7.4,2022
2022-12,Newfoundland and Labrador,units,thousands,units,58.3,450.8,9.8,2022
2022-12,Nova Scotia,units,thousands,units,61.8,850.1,6.3,2022
2022-12,Ontario,units,thousands,units,65.4,12601.7,5.3,2022
2022-12,Prince Edward Island,units,thousands,units,63.6,141.0,5.7,2022
2022-12,Quebec,units,thousands,units,64.7,7195.2,4.1,2022
2022-12,Saskatchewan,units,thousands,units,67.1,910.1,4.4,2022
2022-06,Alberta,units,thousands,units,69.9,3609.0,5.2,2022
2022-06,British Columbia,units,thousands,units,65.1,4426.2,4.5,2022
2022-06,Canada,units,thousands,units,65.3,31745.3,5.0,2022
2022-06,Manitoba,units,thousands,units,66.4,1063.2,4.1,2022
2022-06,New Brunswick,units,thousands,units,60.5,662.6,6.5,2022
2022-06,Newfoundland and Labrador,units,thousands,units,57.9,448.1,10.0,2022
2022-06,Nova Scotia,units,thousands,units,61.9,838.6,6.5,2022
2022-06,Ontario,units,thousands,units,65.3,12508.5,5.2,2022
2022-06,Prince Edward Island,units,thousands,units,66.1,139.2,6.0,2022
2022-06,Quebec,units,thousands,units,64.1,7151.2,4.4,2022
2022-06,Saskatchewan,units,thousands,units,67.9,898.7,4.0,2022
2022-10,Alberta,units,thousands,units,69.4,3648.8,5.4,2022
2022-10,British Columbia,units,thousands,units,65.2,4442.8,4.6,2022
2022-10,Canada,units,thousands,units,65.4,31927.0,5.1,2022
2022-10,Manitoba,units,thousands,units,67.0,1069.1,4.6,2022
2022-10,New Brunswick,units,thousands,units,61.1,670.0,7.4,2022
2022-10,Newfoundland and Labrador,units,thousands,units,58.3,449.9,10.5,2022
2022-10,Nova Scotia,units,thousands,units,61.6,848.0,6.7,2022
2022-10,Ontario,units,thousands,units,65.3,12569.7,5.5,2022
2022-10,Prince Edward Island,units,thousands,units,64.6,140.7,6.1,2022
2022-10,Quebec,units,thousands,units,64.4,7181.6,4.0,2022
2022-10,Saskatchewan,units,thousands,units,67.7,906.4,5.0,2022
2022-04,Alberta,units,thousands,units,70.1,3593.3,6.1,2022
2022-04,British Columbia,units,thousands,units,65.3,4415.1,4.8,2022
2022-04,Canada,units,thousands,units,65.7,31662.9,5.3,2022
2022-04,Manitoba,units,thousands,units,66.9,1060.4,4.8,2022
2022-04,New Brunswick,units,thousands,units,60.8,659.7,6.8,2022
2022-04,Newfoundland and Labrador,units,thousands,units,58.1,447.2,11.5,2022
2022-04,Nova Scotia,units,thousands,units,61.9,834.6,6.0,2022
2022-04,Ontario,units,thousands,units,65.8,12482.0,5.6,2022
2022-04,Prince Edward Island,units,thousands,units,66.0,138.1,8.0,2022
2022-04,Quebec,units,thousands,units,64.4,7136.7,4.4,2022
2022-04,Saskatchewan,units,thousands,units,68.5,895.7,5.3,2022
2022-05,Alberta,units,thousands,units,70.1,3601.7,5.8,2022
2022-05,British Columbia,units,thousands,units,65.2,4421.1,4.5,2022
2022-05,Canada,units,thousands,units,65.7,31705.7,5.2,2022
2022-05,Manitoba,units,thousands,units,66.6,1061.8,4.5,2022
2022-05,New Brunswick,units,thousands,units,60.7,661.3,7.3,2022
2022-05,Newfoundland and Labrador,units,thousands,units,58.4,447.7,10.3,2022
2022-05,Nova Scotia,units,thousands,units,62.3,836.8,6.9,2022
2022-05,Ontario,units,thousands,units,65.7,12495.6,5.4,2022
2022-05,Prince Edward Island,units,thousands,units,66.7,138.7,7.8,2022
2022-05,Quebec,units,thousands,units,64.4,7143.9,4.4,2022
2022-05,Saskatchewan,units,thousands,units,68.2,897.2,4.7,2022
2022-11,Alberta,units,thousands,units,69.6,3657.1,5.7,2022
2022-11,British Columbia,units,thousands,units,64.8,4444.7,4.4,2022
2022-11,Canada,units,thousands,units,65.4,31964.3,5.1,2022
2022-11,Manitoba,units,thousands,units,66.6,1070.1,4.2,2022
2022-11,New Brunswick,units,thousands,units,60.2,671.4,6.9,2022
2022-11,Newfoundland and Labrador,units,thousands,units,58.3,450.3,10.5,2022
2022-11,Nova Scotia,units,thousands,units,61.5,849.1,5.7,2022
2022-11,Ontario,units,thousands,units,65.3,12585.0,5.6,2022
2022-11,Prince Edward Island,units,thousands,units,63.4,140.8,7.1,2022
2022-11,Quebec,units,thousands,units,64.6,7187.5,3.9,2022
2022-11,Saskatchewan,units,thousands,units,67.3,908.1,4.4,2022
2022-01,Alberta,units,thousands,units,69.9,3573.9,6.8,2022
2022-01,British Columbia,units,thousands,units,64.8,4396.3,5.1,2022
2022-01,Canada,units,thousands,units,65.4,31546.7,6.5,2022
2022-01,Manitoba,units,thousands,units,67.2,1055.7,4.9,2022
2022-01,New Brunswick,units,thousands,units,60.2,656.3,8.3,2022
2022-01,Newfoundland and Labrador,units,thousands,units,58.2,446.4,13.6,2022
2022-01,Nova Scotia,units,thousands,units,61.7,830.0,7.1,2022
2022-01,Ontario,units,thousands,units,65.5,12436.1,7.5,2022
2022-01,Prince Edward Island,units,thousands,units,66.4,136.8,9.4,2022
2022-01,Quebec,units,thousands,units,63.8,7123.5,5.0,2022
2022-01,Saskatchewan,units,thousands,units,68.0,891.8,5.5,2022
2022-02,Alberta,units,thousands,units,70.2,3580.2,6.5,2022
2022-02,British Columbia,units,thousands,units,65.2,4403.5,4.7,2022
2022-02,Canada,units,thousands,units,65.7,31588.8,5.5,2022
2022-02,Manitoba,units,thousands,units,67.3,1057.1,4.5,2022
2022-02,New Brunswick,units,thousands,units,60.2,657.6,7.5,2022
2022-02,Newfoundland and Labrador,units,thousands,units,59.2,446.7,12.9,2022
2022-02,Nova Scotia,units,thousands,units,61.8,831.6,6.5,2022
2022-02,Ontario,units,thousands,units,65.7,12454.9,5.7,2022
2022-02,Prince Edward Island,units,thousands,units,67.2,137.2,9.3,2022
2022-02,Quebec,units,thousands,units,64.4,7127.0,4.4,2022
2022-02,Saskatchewan,units,thousands,units,68.2,893.0,4.7,2022
2022-03,Alberta,units,thousands,units,69.8,3586.6,6.2,2022
2022-03,British Columbia,units,thousands,units,65.3,4409.8,5.0,2022
2022-03,Canada,units,thousands,units,65.6,31626.8,5.4,2022
2022-03,Manitoba,units,thousands,units,66.7,1058.9,4.7,2022
2022-03,New Brunswick,units,thousands,units,60.4,658.7,7.3,2022
2022-03,Newfoundland and Labrador,units,thousands,units,59.2,447.0,13.3,2022
2022-03,Nova Scotia,units,thousands,units,61.7,833.2,6.9,2022
2022-03,Ontario,units,thousands,units,65.6,12469.2,5.5,2022
2022-03,Prince Edward Island,units,thousands,units,67.2,137.6,8.8,2022
2022-03,Quebec,units,thousands,units,64.5,7131.7,4.2,2022
2022-03,Saskatchewan,units,thousands,units,68.0,894.2,4.9,2022
2022-08,Alberta,units,thousands,units,69.6,3627.7,5.5,2022
2022-08,British Columbia,units,thousands,units,65.0,4435.0,4.6,2022
2022-08,Canada,units,thousands,units,65.4,31831.9,5.2,2022
2022-08,Manitoba,units,thousands,units,66.3,1065.9,5.0,2022
2022-08,New Brunswick,units,thousands,units,60.9,666.6,7.0,2022
2022-08,Newfoundland and Labrador,units,thousands,units,58.4,449.1,10.8,2022
2022-08,Nova Scotia,units,thousands,units,62.1,844.0,7.6,2022
2022-08,Ontario,units,thousands,units,65.4,12535.1,5.5,2022
2022-08,Prince Edward Island,units,thousands,units,65.5,140.1,7.2,2022
2022-08,Quebec,units,thousands,units,64.4,7165.7,4.4,2022
2022-08,Saskatchewan,units,thousands,units,67.8,902.6,4.5,2022
2022-09,Alberta,units,thousands,units,69.4,3637.7,5.4,2022
2022-09,British Columbia,units,thousands,units,65.1,4438.3,4.4,2022
2022-09,Canada,units,thousands,units,65.2,31875.6,5.1,2022
2022-09,Manitoba,units,thousands,units,66.7,1067.3,4.7,2022
2022-09,New Brunswick,units,thousands,units,60.7,668.5,6.7,2022
2022-09,Newfoundland and Labrador,units,thousands,units,57.9,449.5,10.1,2022
2022-09,Nova Scotia,units,thousands,units,61.4,846.2,6.2,2022
2022-09,Ontario,units,thousands,units,65.1,12549.8,5.5,2022
2022-09,Prince Edward Island,units,thousands,units,63.9,140.4,8.5,2022
2022-09,Quebec,units,thousands,units,64.4,7173.5,4.4,2022
2022-09,Saskatchewan,units,thousands,units,67.1,904.4,4.3,2022
2023-09,Alberta,units,thousands,units,68.5,3794.5,5.5,2023
2023-09,British Columbia,units,thousands,units,65.4,4548.0,5.5,2023
2023-09,Canada,units,thousands,units,65.6,32716.3,5.6,2023
2023-09,Manitoba,units,thousands,units,67.4,1095.7,5.2,2023
2023-09,New Brunswick,units,thousands,units,60.6,688.2,7.3,2023
2023-09,Newfoundland and Labrador,units,thousands,units,57.4,456.8,9.6,2023
2023-09,Nova Scotia,units,thousands,units,61.3,869.7,7.0,2023
2023-09,Ontario,units,thousands,units,65.7,12899.7,6.0,2023
2023-09,Prince Edward Island,units,thousands,units,67.5,146.0,6.6,2023
2023-09,Quebec,units,thousands,units,65.1,7287.3,4.5,2023
2023-09,Saskatchewan,units,thousands,units,67.3,930.3,4.9,2023
2023-08,Alberta,units,thousands,units,69.7,3781.4,5.7,2023
2023-08,British Columbia,units,thousands,units,65.0,4537.4,5.3,2023
2023-08,Canada,units,thousands,units,65.6,32634.2,5.5,2023
2023-08,Manitoba,units,thousands,units,67.0,1093.2,5.5,2023
2023-08,New Brunswick,units,thousands,units,61.3,686.8,7.6,2023
2023-08,Newfoundland and Labrador,units,thousands,units,57.1,456.5,8.8,2023
2023-08,Nova Scotia,units,thousands,units,61.0,867.7,7.0,2023
2023-08,Ontario,units,thousands,units,65.6,12863.5,6.0,2023
2023-08,Prince Edward Island,units,thousands,units,67.1,145.6,7.9,2023
2023-08,Quebec,units,thousands,units,64.8,7273.6,4.4,2023
2023-08,Saskatchewan,units,thousands,units,66.9,928.5,5.3,2023
2023-11,Alberta,units,thousands,units,69.5,3821.9,5.9,2023
2023-11,British Columbia,units,thousands,units,65.2,4567.0,5.3,2023
2023-11,Canada,units,thousands,units,65.6,32878.6,5.8,2023
2023-11,Manitoba,units,thousands,units,67.0,1100.9,4.8,2023
2023-11,New Brunswick,units,thousands,units,60.4,690.8,6.3,2023
2023-11,Newfoundland and Labrador,units,thousands,units,57.3,457.7,10.0,2023
2023-11,Nova Scotia,units,thousands,units,61.7,873.4,6.6,2023
2023-11,Ontario,units,thousands,units,65.3,12971.4,6.1,2023
2023-11,Prince Edward Island,units,thousands,units,67.3,146.8,7.7,2023
2023-11,Quebec,units,thousands,units,65.2,7314.5,5.2,2023
2023-11,Saskatchewan,units,thousands,units,68.1,934.2,5.0,2023
2023-05,Alberta,units,thousands,units,69.7,3732.7,5.7,2023
2023-05,British Columbia,units,thousands,units,65.3,4500.1,5.2,2023
2023-05,Canada,units,thousands,units,65.6,32365.8,5.3,2023
2023-05,Manitoba,units,thousands,units,67.5,1084.2,4.9,2023
2023-05,New Brunswick,units,thousands,units,60.5,680.4,6.3,2023
2023-05,Newfoundland and Labrador,units,thousands,units,57.3,454.3,10.3,2023
2023-05,Nova Scotia,units,thousands,units,61.0,860.2,5.9,2023
2023-05,Ontario,units,thousands,units,65.6,12749.7,5.6,2023
2023-05,Prince Edward Island,units,thousands,units,66.7,144.0,7.2,2023
2023-05,Quebec,units,thousands,units,64.8,7239.5,4.1,2023
2023-05,Saskatchewan,units,thousands,units,66.6,920.7,4.4,2023
2023-04,Alberta,units,thousands,units,69.9,3716.6,5.9,2023
2023-04,British Columbia,units,thousands,units,65.2,4488.1,5.1,2023
2023-04,Canada,units,thousands,units,65.7,32283.3,5.1,2023
2023-04,Manitoba,units,thousands,units,66.9,1081.8,4.9,2023
