"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","134.2","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","137.3","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","139.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","144.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","149.0","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","151.6","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","152.9","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","154.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","155.0","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","158.6","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Services","2002=100","17","units","0","v41693665","3.282","165.0","","","","1"


